title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Data Scientist,Amazon,Data Scientist,Bengaluru,On-site,3-8 Yrs,3,8,5.5,Not disclosed,"Masters degree in Science, Technology, Engineering, or Mathematics (STEM), or experienc...","data analysis, analytical, machine learning, perl, data mining, forecasting, product marketing, financial services",https://www.naukri.com/job-listings-data-scientist-amazon-development-centre-india-pvt-ltd-bengaluru-3-to-8-years-100226502948,"Masters degree in Science, Technology, Engineering, or Mathematics (STEM), or experienc... data analysis, analytical, machine learning, perl, data mining, forecasting, product marketing, financial services",[],8,"['data analysis', 'analytical', 'machine learning', 'perl', 'data mining', 'forecasting', 'product marketing', 'financial services']","data analysis, analytical, machine learning, perl, data mining, forecasting, product marketing, financial services"
Data Scientist / Machine Learning Engineer,LateShipment.com,Data Scientist,Chennai,On-site,5-8 Yrs,5,8,6.5,Not disclosed,"Bachelors or Masters in Computer Science, Engineering, or related field (or equivalent ...","python, c#, genai/llm tools, java, azure, crewai, netsuite erp, nltk",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-lateshipment-com-chennai-5-to-8-years-180226929565,"Bachelors or Masters in Computer Science, Engineering, or related field (or equivalent ... python, c#, genai/llm tools, java, azure, crewai, netsuite erp, nltk",[],8,"['python', 'c#', 'genai/llm tools', 'java', 'azure', 'crewai', 'netsuite erp', 'nltk']","python, c#, genai/llm tools, java, azure, crewai, netsuite erp, nltk"
Data Scientist,Luxoft,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,We are seeking a highly skilled and motivated Data Scientist with 5+ years of experienc...,"python, numpy, sql, pandas, data science, snowflake, scikit-learn, version control",https://www.naukri.com/job-listings-data-scientist-luxoft-india-llp-bengaluru-5-to-10-years-160226939118,"We are seeking a highly skilled and motivated Data Scientist with 5+ years of experienc... python, numpy, sql, pandas, data science, snowflake, scikit-learn, version control",[],8,"['python', 'numpy', 'sql', 'pandas', 'data science', 'snowflake', 'scikit-learn', 'version control']","python, numpy, sql, pandas, data science, snowflake, scikit-learn, version control"
Data Scientist,Bahwan CyberTek,Data Scientist,Chennai,On-site,4-6 Yrs,4,6,5.0,Not disclosed,"Qualifications: . Bachelors orMasters degree in Data Science, Computer Science, Statist...","data collection, python, cloud services, data analysis, eda, data processing, llm, machine learning",https://www.naukri.com/job-listings-data-scientist-bahwan-cybertek-private-limited-chennai-4-to-6-years-160226904401,"Qualifications: . Bachelors orMasters degree in Data Science, Computer Science, Statist... data collection, python, cloud services, data analysis, eda, data processing, llm, machine learning",[],8,"['data collection', 'python', 'cloud services', 'data analysis', 'eda', 'data processing', 'llm', 'machine learning']","data collection, python, cloud services, data analysis, eda, data processing, llm, machine learning"
Data Scientist,Infosys,Data Scientist,Bengaluru,On-site,9-11 Yrs,9,11,10.0,Not disclosed,"Bachelor of Engineering, Bachelor Of Technology, Bachelor Of CompMasters degree in Comp...","data scientist, snowflake, python, natural language processing, mathematics, data warehousing, machine learning, configuration management",https://www.naukri.com/job-listings-data-scientist-infosys-limited-bengaluru-9-to-11-years-090226909092,"Bachelor of Engineering, Bachelor Of Technology, Bachelor Of CompMasters degree in Comp... data scientist, snowflake, python, natural language processing, mathematics, data warehousing, machine learning, configuration management",[],8,"['data scientist', 'snowflake', 'python', 'natural language processing', 'mathematics', 'data warehousing', 'machine learning', 'configuration management']","data scientist, snowflake, python, natural language processing, mathematics, data warehousing, machine learning, configuration management"
Data Scientist,Allcargo Logistics,Data Scientist,Mumbai,On-site,5-10 Yrs,5,10,7.5,Not disclosed,". Qualification. Primary: Masters or PhD in Data Science, Computer Science, Statistics,...","data science, artificial intelligence, machine learning, python, data, science, machine, intelligence",https://www.naukri.com/job-listings-data-scientist-allcargo-logistics-mumbai-5-to-10-years-180226005516,". Qualification. Primary: Masters or PhD in Data Science, Computer Science, Statistics,... data science, artificial intelligence, machine learning, python, data, science, machine, intelligence",[],8,"['data science', 'artificial intelligence', 'machine learning', 'python', 'data', 'science', 'machine', 'intelligence']","data science, artificial intelligence, machine learning, python, data, science, machine, intelligence"
Data Scientist,Hanker Systems (india),Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Core Skills . Data Science Python Cloud (AWS, Azure, GCP) Deep Learning/ Natural Langua...","data scientist, python, natural language processing, generative ai, ai, python development, llm, application development",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-190226925508,"Core Skills . Data Science Python Cloud (AWS, Azure, GCP) Deep Learning/ Natural Langua... data scientist, python, natural language processing, generative ai, ai, python development, llm, application development",[],8,"['data scientist', 'python', 'natural language processing', 'generative ai', 'ai', 'python development', 'llm', 'application development']","data scientist, python, natural language processing, generative ai, ai, python development, llm, application development"
Data Scientist,Hanker Systems (india),Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,Additional Preferred Skills  Data Scientist with strong Python development skills and s...,"data science, deep learning, python, natural language processing, gcp, computer vision, ai, data scientist",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-190226919574,"Additional Preferred Skills  Data Scientist with strong Python development skills and s... data science, deep learning, python, natural language processing, gcp, computer vision, ai, data scientist",[],8,"['data science', 'deep learning', 'python', 'natural language processing', 'gcp', 'computer vision', 'ai', 'data scientist']","data science, deep learning, python, natural language processing, gcp, computer vision, ai, data scientist"
Data Scientist | Credit Risk,Krazy Bee Services,Data Scientist,Bengaluru(Domlur),On-site,1-3 Yrs,1,3,2.0,Not disclosed,"Graduation / Post-graduation from Tier-1 institutes (IITs, ISI, DSE, NITs, etc.) Experi...","credit risk modelling, sql, scorecard, credit risk analysis, python, credit risk management, credit risk strategy, risk modeling",https://www.naukri.com/job-listings-data-scientist-credit-risk-krazy-bee-services-bengaluru-1-to-3-years-180226031425,"Graduation / Post-graduation from Tier-1 institutes (IITs, ISI, DSE, NITs, etc.) Experi... credit risk modelling, sql, scorecard, credit risk analysis, python, credit risk management, credit risk strategy, risk modeling",[],8,"['credit risk modelling', 'sql', 'scorecard', 'credit risk analysis', 'python', 'credit risk management', 'credit risk strategy', 'risk modeling']","credit risk modelling, sql, scorecard, credit risk analysis, python, credit risk management, credit risk strategy, risk modeling"
Data Scientist,Worldclass Tech Talent Pvt Ltd,Data Scientist,Pune,On-site,4-8 Yrs,4,8,6.0,Not disclosed,"You will build and ship an AI-Powered product capabilities end-to-end, turning messy fu...","data science, statistical modeling, machine learning, machine, data, modeling, science, statistics",https://www.naukri.com/job-listings-data-scientist-worldclass-tech-talent-pune-4-to-8-years-110226010286,"You will build and ship an AI-Powered product capabilities end-to-end, turning messy fu... data science, statistical modeling, machine learning, machine, data, modeling, science, statistics",[],8,"['data science', 'statistical modeling', 'machine learning', 'machine', 'data', 'modeling', 'science', 'statistics']","data science, statistical modeling, machine learning, machine, data, modeling, science, statistics"
Deputy General Manager (Data Scientist AI/ML) - Product Management,Tata Communications,Data Scientist,Chennai,On-site,15-20 Yrs,15,20,17.5,Not disclosed,"Bachelor / Master degree in Telecommunications, Computer Science, Data Science, or rela...","data scientist, python, tableau, product management, data science, predictive analytics, ai, power bi",https://www.naukri.com/job-listings-deputy-general-manager-data-scientist-ai-ml-product-management-tata-communications-ltd-chennai-15-to-20-years-170226933824,"Bachelor / Master degree in Telecommunications, Computer Science, Data Science, or rela... data scientist, python, tableau, product management, data science, predictive analytics, ai, power bi",[],8,"['data scientist', 'python', 'tableau', 'product management', 'data science', 'predictive analytics', 'ai', 'power bi']","data scientist, python, tableau, product management, data science, predictive analytics, ai, power bi"
Data Scientist - Search,Target,Data Scientist,Bengaluru,On-site,2-7 Yrs,2,7,4.5,Not disclosed,"Preferred domain experience Ability to creatively solve business problems, innovating n...","supply chain, deep learning, data science, analytical, machine learning, network security, global strategy, e-commerce",https://www.naukri.com/job-listings-data-scientist-search-target-corporation-india-pvt-ltd-bengaluru-2-to-7-years-180226500160,"Preferred domain experience Ability to creatively solve business problems, innovating n... supply chain, deep learning, data science, analytical, machine learning, network security, global strategy, e-commerce",[],8,"['supply chain', 'deep learning', 'data science', 'analytical', 'machine learning', 'network security', 'global strategy', 'e-commerce']","supply chain, deep learning, data science, analytical, machine learning, network security, global strategy, e-commerce"
Sr Data Scientist - Advanced Machine Learning,Target,Data Scientist,Bengaluru,On-site,4-9 Yrs,4,9,6.5,Not disclosed,"Overview about TII:      At Target, we have a timeless purpose and a proven strategy....","supply chain, computer science, business process, data analysis, machine learning, network security, data structures, troubleshooting",https://www.naukri.com/job-listings-sr-data-scientist-advanced-machine-learning-target-corporation-india-pvt-ltd-bengaluru-4-to-9-years-100226503258,"Overview about TII:      At Target, we have a timeless purpose and a proven strategy.... supply chain, computer science, business process, data analysis, machine learning, network security, data structures, troubleshooting",[],8,"['supply chain', 'computer science', 'business process', 'data analysis', 'machine learning', 'network security', 'data structures', 'troubleshooting']","supply chain, computer science, business process, data analysis, machine learning, network security, data structures, troubleshooting"
Data Scientist,BAY Area Technology Solutions,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,". Educational Background: Bachelors or Masters degree in Computer Science, Data Science...","machine learning, python, data analysis, natural language processing, power bi, microsoft azure, sql, r",https://www.naukri.com/job-listings-data-scientist-bay-area-technology-solutions-bengaluru-5-to-10-years-170226913585,". Educational Background: Bachelors or Masters degree in Computer Science, Data Science... machine learning, python, data analysis, natural language processing, power bi, microsoft azure, sql, r",[],7,"['machine learning', 'python', 'data analysis', 'natural language processing', 'power bi', 'microsoft azure', 'sql']","machine learning, python, data analysis, natural language processing, power bi, microsoft azure, sql"
